,Company name Latin alphabet,"NACE Rev. 2, core code (4 digits)",Last avail. year,"Operating revenue (Turnover)
th USD Last avail. yr","Number of employees
Last avail. yr","Operating revenue (Turnover)
m EUR Last avail. yr","Operating revenue (Turnover)
m USD Last avail. yr","Operating revenue (Turnover)
m EUR Year - 1","Operating revenue (Turnover)
m EUR Year - 2","Number of employees
Last avail. yr","Number of employees
Year - 1","Number of employees
Year - 2","EBITDA
th EUR Last avail. yr","EBITDA
th EUR Year - 1","EBITDA
th EUR Year - 2","EBITDA
th USD Year - 2","Operating profit (loss) [EBIT]
th EUR Last avail. yr","Operating profit (loss) [EBIT]
th EUR Year - 1","Operating profit (loss) [EBIT]
th EUR Year - 2",Entity type,"Geographic segment - Sales
m EUR","Geographic segment - Sales
m USD","Export revenue
th EUR Last avail. yr","Export revenue
th USD Last avail. yr","Export revenue
th EUR Year - 1","Export revenue
th USD Year - 1","Export revenue
th EUR Year - 2","Export revenue
th USD Year - 2","Export revenue / Operating revenue
Last avail. yr","Export revenue / Operating revenue
Year - 1","Export revenue / Operating revenue
Year - 2"
465.,ETS THOMAS ET FILS,1012,2024,"22,807",80,22,23,20,21,80,n.a.,74,242,728,663,707,-363,140,94,Controlled subs.,n.a.,n.a.,"4,303","4,470","3,385","3,740",0,0,19.60,16.71,0.00
466.,"UBOJNIA PRZETWORNIA DROBIU KUL - DROB RYSZARD KULUS, EWA KULUS SP.J.",1012,2023,"22,753",51,21,23,22,14,51,56,54,-440,960,470,532,-572,813,315,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
467.,MATADERO Y SERVICIOS HALAL SOCIEDAD LIMITADA.,1011,2023,"22,708",113,21,23,19,11,113,63,59,147,146,78,88,129,118,50,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
468.,FINANCIERE ELABORATION TECHN AGRO ALIMEN,1011,2024,"22,707",64,22,23,45,48,64,98,n.a.,34,-806,705,766,-202,"-1,217",269,Controlled subs.,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
469.,REDBROOK INGREDIENT SERVICES LIMITED,1011,2024,"22,620",42,22,23,22,21,42,40,38,"1,982","1,633","2,286","2,439","1,831","1,501","2,166",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
470.,VALEYRE SAS,1012,2024,"22,549",49,21,23,23,20,49,n.a.,n.a.,"2,727","3,384","2,683","2,828","2,210","2,812","2,044",Controlled subs.,n.a.,n.a.,0,0,2,2,8,8,0.00,0.01,0.04
471.,LE GRENIER DES GASTRONOMES,1012,2024,"22,454",51,22,22,18,14,51,n.a.,n.a.,"1,117","1,176","1,149","1,220",915,983,925,Controlled subs.,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
472.,ANDERSSON & TILLMAN AB,1011,2025,"22,453",37,19,22,22,22,37,39,43,842,519,122,133,579,250,-69,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
473.,STODDART'S,1011,2025,"22,440",85,19,22,n.a.,n.a.,85,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
474.,JENS EIDE AS,1011,2024,"22,410",128,22,22,20,18,128,131,119,"1,135","1,155",735,784,867,939,566,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
475.,KRE.KA ANONYMI ETAIRIA PARAGOGIS KAI EMPORIAS KREATON,1011,2024,"22,394",43,22,22,22,24,43,45,45,"-5,006","-1,859","-2,309","-2,463","-5,525","-2,451","-2,922",Independent co,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
476.,ALEMAS - S.R.L.,1012,2024,"22,390",41,22,22,21,24,41,46,43,"1,953","2,153","1,802","1,922","1,157","1,382",980,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
477.,HYDINA SK S.R.O. V KONKURZE,1011,2022,"22,185",53,21,22,22,25,53,53,52,462,2,236,290,-167,-403,-193,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
478.,"LUIS LEAL & FILHOS, S.A.",1011,2024,"22,130",113,21,22,19,26,113,104,103,"9,229","9,203","12,543","13,379","6,163","6,265","9,697",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
479.,GALIPIENZO SL,1011,2024,"22,022",56,21,22,19,18,56,58,49,631,"1,262",477,509,459,"1,055",312,GUO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
480.,FOUNT MASTER AEVE,1012,2024,"22,005",90,21,22,17,14,90,90,51,"1,092","1,027","1,018","1,086",617,567,571,Single location,n.a.,n.a.,424,440,332,367,284,303,2.00,2.00,2.00
481.,AVICOLA ARTIGIANA S.R.L.,1012,2024,"21,993",35,21,22,22,22,35,37,36,"2,406","2,742","2,855","3,045","2,016","2,385","2,501",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
482.,VTM QUALITY SERVICES,1012,2024,"21,988",151,21,22,19,16,151,154,133,"1,059","1,325","1,498","1,598",965,"1,262","1,458",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
483.,CUNIESPLUGA SOCIEDAD LIMITADA.,1011,2024,"21,964",43,21,22,25,28,43,35,26,483,-9,709,756,115,-417,186,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
484.,PERT D.O.O.,1011,2024,"21,898",69,21,22,21,19,69,66,64,"1,064","1,543","1,689","1,801",776,"1,130","1,015",Controlled subs.,n.a.,n.a.,297,308,312,345,284,303,1.41,1.52,1.49
485.,SUMMA-MEAT FACTORY HUSFELDOLGOZO ES KERESKEDO KORLATOLT FELELOSSEGU TARSASAG,1011,2024,"21,868",60,21,22,18,14,60,53,42,642,609,904,964,467,420,813,Independent co,n.a.,n.a.,46,48,n.a.,n.a.,18,19,0.22,n.a.,0.13
486.,"PEC NORDESTE - INDUSTRIA DE PRODUTOS PECUARIOS DO NORTE, S.A.",1011,2024,"21,831",86,21,22,18,17,86,89,93,455,513,518,553,278,382,395,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
487.,BOMAFAR SP. Z O.O.,1012,2024,"21,801",90,21,22,23,23,90,96,78,97,334,706,753,-646,-207,325,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
488.,?OLIVIA? ELELMISZERFELDOLGOZO KORLATOLT FELELOSSEGU TARSASAG,1011,2024,"21,796",220,21,22,19,20,220,232,235,"1,409","-1,705",259,276,698,"-2,517",-668,Independent co,n.a.,n.a.,"17,315","17,989","17,015","18,802","17,499","18,664",82.53,89.44,88.92
489.,PRZEDSIEBIORSTWO PRODUKCYJNE HANDLOWO USLUGOWE GOMAK SP. Z O.O.,1012,2024,"21,749",52,21,22,23,27,52,59,60,"-1,104",-658,707,754,"-1,422",-865,489,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
490.,"CFA - CENTROS DE FABRICO DOS ACORES, S.A.",1011,2024,"21,729",128,21,22,14,12,128,110,95,702,111,421,449,-514,-282,288,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
491.,HOCA MEAT PRODUCTS,1011,2024,"21,727",24,21,22,21,18,24,22,23,"3,413","3,270","3,250","3,467","3,247","3,042","3,010",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
492.,COSARO S.R.L.,1012,2024,"21,706",51,21,22,19,19,51,50,52,"1,574","1,380","1,205","1,285","1,011",859,729,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
493.,GRETA - PLUS ANNA GRETA SP.K.,1012,2024,"21,705",42,21,22,24,14,42,34,29,"2,489","3,191","1,970","2,101","2,182","2,920","1,764",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
494.,LAUREANO SANCHEZ REQUENA LAURIA SL,1011,2024,"21,694",88,21,22,20,20,88,89,88,484,386,369,393,410,296,272,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
495.,"""VARDA-BAROMFIHUS"" TERMELO, FELDOLGOZO ES KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG",1012,2024,"21,670",121,21,22,21,19,121,119,130,"3,181","1,525","2,853","3,043","2,485",898,"2,325",Controlled subs.,n.a.,n.a.,334,347,168,186,676,721,1.60,0.81,3.50
496.,MESNA INDUSTRIJA RAVLIC D.O.O.,1011,2024,"21,655",264,21,22,24,35,264,353,353,"-3,048","-3,556",366,390,"-4,250","-4,403",-444,Controlled subs.,n.a.,n.a.,179,185,125,138,862,919,0.86,0.52,2.46
497.,POLLOS CANO SL,1012,2024,"21,637",80,21,22,20,18,80,79,68,"2,887","1,582","1,898","2,024","2,575","1,326","1,716",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
498.,LUNIEWSCY SP. Z O.O.,1011,2024,"21,629",72,21,22,17,9,72,n.a.,n.a.,"1,266",734,511,545,"1,148",638,463,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
499.,TG NOVA SP. Z O.O.,1011,2024,"21,620",33,21,22,28,18,33,34,39,554,684,41,43,335,454,-172,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
500.,O'MAHONY MEATS LIMITED,1011,2023,"21,601",59,20,22,n.a.,n.a.,59,49,39,"2,726",n.a.,n.a.,n.a.,"2,431",n.a.,n.a.,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
501.,UNITE VAL ANIMAUX LOURDS TRUIES ELEV S O,1011,2024,"21,596",20,21,22,23,21,20,n.a.,n.a.,"1,556","2,398","3,070","3,274","1,341","2,198","2,874",Controlled subs.,n.a.,n.a.,345,358,320,354,374,399,1.66,1.42,1.77
502.,CAGLIFICIO CLERICI S.P.A.,1011,2024,"21,581",22,21,22,21,18,22,22,21,"3,981","3,039","1,943","2,072","2,671","1,731",538,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
503.,"MATIBOM - MATADOURO E INDUSTRIAS DE CARNE, LDA",1011,2024,"21,478",110,21,21,21,18,110,100,85,772,701,631,673,387,219,157,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
504.,CUSINS SL,1011,2024,"21,316",86,21,21,19,17,86,77,79,670,430,324,346,366,151,77,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
505.,AVISPAL BG,1012,2024,"21,301",277,21,21,28,21,277,393,270,n.a.,"4,578","5,924","6,318",n.a.,"4,287","5,783",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
506.,PRANINTER INTERNATIONAL,1011,2024,"21,247",38,19,21,22,21,38,27,40,526,713,"1,015",990,296,460,772,Controlled subs.,n.a.,n.a.,"3,073","3,441","3,061","3,243","2,782","2,712",16.20,13.99,13.51
507.,"VACUNOPLUS, S.L.U.",1011,2024,"21,225",40,20,21,22,25,40,42,28,"2,190","2,422","1,654","1,764",732,561,-211,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
508.,FJS ANIMAL BY-PRODUCTS SL,1011,2024,"21,218",229,20,21,25,19,229,210,159,"2,495","2,312","2,889","3,082","2,246","2,130","2,753",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
509.,"PANVITA, AGROMERKUR - PROIZVODNJA PERUTNINSKEGA MESA, D.O.O.",1012,2024,"21,184",197,20,21,21,20,197,171,175,"1,562","1,265","1,898","2,025",584,560,"1,276",Controlled subs.,n.a.,n.a.,355,368,367,405,268,286,1.74,1.74,1.37
510.,TETRABBIT ELELMISZERIPARI ES KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,1011,2024,"21,170",121,20,21,22,22,121,125,158,577,620,851,908,-196,-147,302,Independent co,n.a.,n.a.,"10,891","11,314","11,702","12,931","12,439","13,268",53.44,53.69,56.32
511.,POLLO DELL'AVVENIRE S.R.L.,1012,2024,"21,065",37,20,21,19,20,37,36,34,"2,356","2,096","1,783","1,902","2,210","1,984","1,685",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
512.,MONTESANO EXTREMADURA SA,1011,2024,"21,063",92,20,21,21,26,92,94,107,-419,-554,"1,383","1,475",-886,"-1,015",906,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
513.,KARRO MCGEE ROI LIMITED,1011,2023,"21,049",121,19,21,18,18,121,131,130,"1,068",921,"1,096","1,217",741,755,793,Controlled subs.,n.a.,n.a.,"19,470","21,049","17,745","19,298","17,935","19,910",100.00,99.36,99.87
514.,"GRAZICAR - COMERCIO E INDUSTRIA DE CARNES, S.A.",1011,2024,"21,009",55,20,21,22,18,55,56,51,776,892,526,561,491,621,299,GUO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
515.,"SAPJU CARNES, S.A.",1011,2024,"20,922",53,20,21,24,22,53,47,51,732,948,527,562,334,423,1,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
516.,ZAROCARNI S.P.A.,1011,2024,"20,921",27,20,21,20,20,27,24,17,825,"1,031",677,722,413,603,306,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
517.,CLES SRL,1011,2024,"20,845",76,20,21,20,19,76,78,80,854,818,824,878,406,408,422,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
518.,CARNS VILA SOCIEDAD LIMITADA.,1011,2024,"20,816",60,20,21,17,3,60,56,56,905,510,-13,-14,746,342,-35,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
519.,SPOLDZIELNIA PRODUCENTOW DROBIU EKO - GRIL,1012,2024,"20,732",123,20,21,19,25,123,122,146,-136,-396,760,810,-528,-805,381,GUO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
520.,MATADERO INDUSTRIAL DE AVES LOPEZ SA,1011,2022,"20,674",23,19,21,15,14,23,23,26,416,462,434,533,157,164,123,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
521.,CASA DE COMENZI COOP S.R.L.,1011,2024,"20,638",43,20,21,3,1,43,8,10,661,181,61,65,616,160,40,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
522.,ERRE ITALIA SOCIETA' A RESPONSABILITA' LIMITATA,1011,2024,"20,632",30,20,21,17,17,30,29,30,"1,908","1,510",862,919,"1,431",953,311,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
523.,TENDON HUSIPARI ES KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,1011,2024,"20,485",75,20,20,22,22,75,69,65,"1,473","1,608","2,365","2,522","1,200","1,343","2,155",Controlled subs.,n.a.,n.a.,"4,542","4,719","6,326","6,991","9,161","9,772",23.04,29.29,42.38
524.,OLIKORN-DROB KARCZEWSCY SP.J.,1012,2024,"20,467",53,20,20,18,20,53,n.a.,n.a.,483,479,959,"1,023",173,309,819,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
525.,CALIBRA,1012,2024,"20,411",28,20,20,19,20,28,28,28,"1,431","1,490",-528,-563,692,768,"-1,192",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
526.,BEEF - S.R.L.,1011,2024,"20,405",27,20,20,21,22,27,26,27,533,370,38,41,316,168,-143,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
527.,NARROW SP. Z O.O.,1012,2024,"20,353",53,20,20,18,15,53,27,20,88,0,206,219,50,-30,181,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
528.,AGROLINEVOL S.R.L.,1011,2024,"20,326",87,20,20,10,3,87,73,53,"1,153",738,487,519,831,500,335,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
529.,BORIMES,1011,2024,"20,246",242,19,20,20,17,242,239,273,n.a.,"3,509","2,897","3,090",n.a.,"3,413","2,806",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
530.,"FRILESA & LEBROK, SOCIEDAD LIMITADA.",1011,2024,"20,230",28,19,20,0,n.a.,28,1,1,"1,227",-132,-12,-13,657,-132,-12,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
531.,CHAROLLAIS VIANDES,1011,2024,"20,205",57,19,20,21,22,57,n.a.,n.a.,-334,50,291,310,-614,-201,41,Controlled subs.,n.a.,n.a.,203,211,399,441,409,436,1.04,1.90,1.85
532.,DENTUR,1011,2024,"20,205",64,19,20,3,2,64,48,43,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
533.,NYA SILJANS CHARK AB,1011,2024,"20,081",81,19,20,21,20,81,85,91,n.a.,n.a.,-197,-210,-514,-408,-400,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
534.,"MESARSTVO BLATNIK D.O.O. LJUBLJANA, PODJETJE ZA TRGOVINO IN PROIZVODNJO",1011,2024,"20,027",88,19,20,19,17,88,86,85,800,"1,109",765,816,96,495,157,Controlled subs.,n.a.,n.a.,75,78,49,54,7,7,0.39,0.26,0.04
535.,"UNIAGRI II - INDUSTRIA AGRO-ALIMENTAR, S.A.",1011,2023,"19,915",44,18,20,14,11,44,43,44,591,656,424,480,336,410,209,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
536.,SZOGEDI CSIRKE KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"19,896",63,19,20,28,26,63,n.a.,69,211,380,114,121,113,322,79,Independent co,n.a.,n.a.,129,134,260,287,294,314,0.67,0.93,1.13
537.,SERINCAR 92 SL.,1011,2024,"19,887",78,19,20,19,19,78,78,78,626,600,183,195,392,427,22,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
538.,PEMIKA TRANS KERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"19,870",162,19,20,19,11,162,166,79,918,"1,087","1,398","1,492",568,718,"1,074",Independent co,n.a.,n.a.,2,2,n.a.,n.a.,n.a.,n.a.,0.01,n.a.,n.a.
539.,CARNI CELIN S.R.L.,1011,2024,"19,825",37,19,20,18,16,37,34,34,941,557,802,855,547,125,421,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
540.,SKOKIC D.O.O.,1011,2024,"19,808",86,19,20,16,12,86,70,70,"2,811","2,267","1,508","1,609","2,233","1,720","1,198",Controlled subs.,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
541.,HSH SPOLOCNOST S RUCENIM OBMEDZENYM,1012,2024,"19,784",175,19,20,19,18,175,163,224,813,614,567,604,235,126,164,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
542.,DI GIOSA CARNI S.R.L.,1011,2024,"19,714",39,19,20,22,21,39,40,35,343,340,423,452,81,85,293,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
543.,MARCHAND SRL,1011,2024,"19,704",194,19,20,19,24,194,246,235,"2,306","1,792","2,099","2,238","1,512","1,074","1,399",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
544.,MERCADO SRL,1011,2024,"19,685",106,19,20,25,20,106,0,112,809,591,122,130,364,175,-283,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
545.,MAGNAVALE EASTON LTD,1011,2024,"19,643",192,19,20,21,6,192,162,149,"-1,747","1,279",-100,-107,"-2,813",761,-215,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
546.,NOVOMES COMMERCE 1 LTD,1011,2024,"19,525",198,19,20,19,16,198,187,175,n.a.,n.a.,n.a.,n.a.,n.a.,981,655,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
547.,JAMIR SOBIERAJ I WSPOLNICY SP.J.,1011,2024,"19,497",267,19,19,20,18,267,287,323,550,-81,951,"1,014",341,-375,618,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
548.,AVECOX SL,1011,2024,"19,455",71,19,19,18,17,71,82,87,"1,981","1,614","1,001","1,068","1,382","1,010",369,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
549.,ARSTA KOETT AKTIEBOLAG,1011,2024,"19,409",20,19,19,19,19,20,22,22,386,-536,237,253,224,-717,42,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
550.,"BOGNAR MAESO, S. R. O.",1011,2024,"19,368",135,19,19,17,0,135,n.a.,n.a.,"1,641","1,048",n.a.,n.a.,"1,388","1,005",-2,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
551.,SA.NO. S.R.L.,1011,2024,"19,344",37,19,19,20,18,37,35,33,"2,333","2,902","2,813","3,001",817,"1,375","1,828",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
552.,BORGOGLIO - S.R.L.,1012,2024,"19,301",40,19,19,18,18,40,33,34,548,991,"1,164","1,241",125,629,901,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
553.,SFAGEIA LARISAS MONOPROSOPI ANONYMOS ETAIRIA,1011,2023,"19,210",55,17,19,16,15,55,55,55,622,514,643,728,316,186,353,Single location,n.a.,n.a.,"8,693","9,605","8,093","8,631","7,626","8,637",50.00,50.00,50.00
554.,THE WELSH SAUSAGE COMPANY LIMITED,1011,2024,"19,154",36,18,19,17,n.a.,36,33,33,"3,423","2,449",n.a.,n.a.,"3,277","2,328",n.a.,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
555.,SEAMARK GROUP LIMITED,1012,2024,"19,045",72,18,19,20,29,72,80,115,"-2,072","-3,141",-490,-523,"-2,706","-3,766","-1,107",GUO,n.a.,n.a.,"10,877","11,300","11,981","13,240","15,574","16,612",59.33,60.71,53.68
556.,VARDA MEAT TERMELO ES KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"19,044",79,18,19,20,15,79,75,86,"3,671","3,213","2,215","2,363","2,547","1,800","1,168",Independent co,n.a.,n.a.,"8,386","8,712","9,011","9,957","7,100","7,572",45.75,44.65,46.94
557.,AVICOLA OPPEANESE S.R.L.,1012,2024,"18,927",42,18,19,15,11,42,31,26,621,465,316,337,214,134,68,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
558.,IL SOLE S.R.L.,1011,2024,"18,922",38,18,19,25,18,38,13,12,"1,957","2,793","1,163","1,241","1,217","1,807",683,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
559.,UAB BHJ BALTIC,1011,2024,"18,905",44,18,19,20,19,44,44,45,"1,666","2,062","1,525","1,627","1,666","2,062","1,525",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
560.,NAERKES SLAKTERI I GAELLERSTA AKTIEBOLAG,1011,2024,"18,899",27,18,19,18,17,27,27,24,626,397,144,153,489,265,-3,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
561.,""" MADA-HUS "" KERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG",1011,2024,"18,803",71,18,19,19,16,71,71,75,306,245,371,395,178,133,264,Independent co,n.a.,n.a.,"1,367","1,420","1,400","1,547","1,211","1,292",7.55,7.28,7.73
562.,MURAWSCY SP. Z O.O. SP.K.,1011,2024,"18,763",25,18,19,17,16,25,23,23,"1,993","2,256","2,119","2,260","1,569","1,888","1,754",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
563.,DATSCHAUB AKTIEBOLAG,1011,2024,"18,751",41,17,19,17,16,41,40,39,"1,334","2,075","1,805","1,759","1,177","1,950","1,675",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
564.,JOHN ROBERTSON & SONS HAMCURERS LIMITED,1011,2024,"18,744",62,18,19,19,15,62,79,75,696,-36,620,706,368,-339,356,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
